INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
1990	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-36	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1991	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-38	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1992	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-40	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1993	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-42	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1994	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-44	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1995	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-46	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1996	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-48	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1997	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-50	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1998	ìoÓ°³Áèµ£¨·¨Á¦È¼Ÿý£©	5	STD_IMPACT_005	0	7	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HPÐÞ¸Ä°Ù·ÖÂÊ	0	0	MPÐÞ¸Ä°Ù·ÖÂÊ	-52	0	RageÐÞ¸Ä°Ù·ÖÂÊ	0	0	StrikePointÐÞ¸Ä°Ù·ÖÂÊ	0	0						0			0			0			0			0			0			0			0			0			0			0	HPDOT1¼õÑª
1999	ÓûÇÜ¹Ê¿v(É¢¹¦)	14	STD_IMPACT_014	1	169	-1	21	10	-1	0	1	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	¿É·ñÊ¹ÓÃÈÎºÎ¼¼ÄÜ£¨CanAction1±ê¼Ç£¬-1ÎªÎÞÐ§£©	1	0	"¿É·ñÊ¹ÓÃÈÎºÎ¼¼ÄÜ£¨CanAction2±ê¼Ç,-1ÎªÎÞÐ§£©"	0	0	"¿É·ñÒÆ¶¯£¨CanMove±ê¼Ç,-1ÎªÎÞÐ§£©"	1	0	"ÎÞµÐ·ñ£¨Unbreakable±ê¼Ç,-1ÎªÎÞÐ§£©"	-1	0	ÒÆ¶¯ËÙ¶ÈÐÞÕý%£¨0ÎªÎÞÐ§£©	0	0	ÒþÉí¼¶±ðÐÞÕý£¨0ÎªÎÞÐ§£©	0	0	·´Òþ¼¶±ðÐÞÕý£¨0ÎªÎÞÐ§£©	0	0	±äÉíID(-1ÎªÎÞÐ§)	-1	0	Æï³ËID(-1ÎªÎÞÐ§)	-1	0	"ÔÊÐí»¹ÊÇ½ûÖ¹, 1: ÔÊÐí£» 0: ½ûÖ¹£» -1: ÎÞÐ§Öµ£»"	-1	0	¼¼ÄÜ¼¯ºÏID	-1	0	Ð§¹û¼¯ºÏID	-1	0			0			0			0			0	ÎÞÏà½ØÖ¸(É¢¹¦)
2000	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	1914	109.1900274	Ä§·¨¹¥»÷+	1914	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2001	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	3334	109.1900274	Ä§·¨¹¥»÷+	3334	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2002	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	4720	109.1900274	Ä§·¨¹¥»÷+	4720	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2003	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	6140	109.1900274	Ä§·¨¹¥»÷+	6140	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2004	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	7559	109.1900274	Ä§·¨¹¥»÷+	7559	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2005	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	8945	109.1900274	Ä§·¨¹¥»÷+	8945	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2006	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	10365	109.1900274	Ä§·¨¹¥»÷+	10365	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2007	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	11751	109.1900274	Ä§·¨¹¥»÷+	11751	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2008	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	13171	109.1900274	Ä§·¨¹¥»÷+	13171	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2009	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	14590	109.1900274	Ä§·¨¹¥»÷+	14590	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2010	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	15977	109.1900274	Ä§·¨¹¥»÷+	15977	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2011	ÓûÇÜ¹Ê¿v£«Íâ¹¥	3	STD_IMPACT_003	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÎïÀí¹¥»÷+	17396	109.1900274	Ä§·¨¹¥»÷+	17396	109.1900274	±ùÏµ¹¥»÷	0	0	»ðÏµ¹¥»÷	0	0	µçÏµ¹¥»÷	0	0	¶¾Ïµ¹¥»÷	0	0	ÉËº¦ÊýÖµ		0			0			0			0			0			0			0			0			0			0	¼ÓÍâ¹¥
2012	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	10	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	113	6.452137982	Ä§·¨·ÀÓù+	113	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2013	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	20	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	197	6.452137982	Ä§·¨·ÀÓù+	197	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2014	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	30	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	278	6.452137982	Ä§·¨·ÀÓù+	278	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2015	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	40	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	362	6.452137982	Ä§·¨·ÀÓù+	362	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2016	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	50	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	446	6.452137982	Ä§·¨·ÀÓù+	446	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2017	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	60	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	528	6.452137982	Ä§·¨·ÀÓù+	528	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2018	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	70	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	612	6.452137982	Ä§·¨·ÀÓù+	612	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2019	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	80	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	694	6.452137982	Ä§·¨·ÀÓù+	694	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2020	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	90	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	778	6.452137982	Ä§·¨·ÀÓù+	778	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2021	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	100	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	862	6.452137982	Ä§·¨·ÀÓù+	862	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2022	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	110	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	944	6.452137982	Ä§·¨·ÀÓù+	944	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2023	½ØÈ­Ê½£¨·À¶R×Ë‘B£©	59	STD_IMPACT_059	1	171	-1	171	120	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Å­ÆøÔö³¤ÂÊÐÞÕý	30	0	±ù¿¹ÐÔÐÞÕý	0	0	»ð¿¹ÐÔÐÞÕý	0	0	µç¿¹ÐÔÐÞÕý	0	0	¶¾¿¹ÐÔÐÞÕý	0	0	ÎïÀí·ÀÓù+	1027	6.452137982	Ä§·¨·ÀÓù+	1027	6.452137982	×î´óÉúÃüÐÞÕý	0	0	ÉÁ±Ü+	0	0			0			0			0			0			0			0			0	
2047	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	11	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2048	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	21	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2049	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	31	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2050	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	41	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2051	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	51	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2052	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	61	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2053	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	71	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2054	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	81	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2055	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	91	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2056	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	101	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2057	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	111	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
2058	°×ºçØžÈÕ£¨½â î‘B£©	18	STD_IMPACT_018	0	14	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ÇýÉ¢¼¶±ð	121	0	ÇýÉ¢¸öÊý	8	0	ÇýÉ¢¼¯ºÏ1	52	0	ÇýÉ¢¼¯ºÏ2	-1	0	ÇýÉ¢¼¯ºÏ3	-1	0	ÇýÉ¢¼¯ºÏ4	-1	0		-1	0		-1	0		-1	0		-1	0			0			0			0			0			0			0	´Èº½ÆÕ¶É(½â×´Ì¬)
