INT	INT	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1549	308	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1550	308	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	102	30	48	66	84	10000	18000	32400	58300	105000
1551	308	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1552	308	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1553	308	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1554	308	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1555	308	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1556	308	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1557	308	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1558	308	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1559	308	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1560	308	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1561	309	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1562	309	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1563	309	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1564	309	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1565	309	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	103	31	49	67	85	10000	18000	32400	58300	105000
1566	309	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1567	309	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1568	309	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1569	309	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1570	309	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1571	309	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1572	309	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1573	309	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1574	309	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1575	309	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1576	310	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1577	310	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1578	310	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1579	310	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1580	310	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	104	32	50	68	86	10000	18000	32400	58300	105000
1581	310	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1582	310	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1583	310	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1584	310	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1585	310	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1586	310	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1587	310	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1588	310	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1589	310	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1590	310	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1591	311	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1592	311	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1593	311	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1594	311	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1595	311	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	105	33	51	69	87	10000	18000	32400	58300	105000
1596	311	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1597	311	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1598	311	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1599	311	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1600	311	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1601	311	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1602	311	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1603	311	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1604	311	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1605	311	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1606	312	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1607	312	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1608	312	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1609	312	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1610	312	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	106	34	52	70	88	10000	18000	32400	58300	105000
1611	312	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1612	312	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1613	312	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1614	312	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1615	312	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1616	312	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1617	312	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1618	312	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1619	312	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1620	312	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1621	597	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1622	597	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1623	597	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1624	597	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1625	597	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	89	17	35	53	71	10000	18000	32400	58300	105000
1626	597	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1627	597	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1628	597	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1629	597	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1630	597	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1631	597	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1632	597	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1633	597	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1634	597	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1635	597	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1636	598	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1637	598	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1638	598	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1639	598	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1640	598	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	90	18	36	54	72	10000	18000	32400	58300	105000
1641	598	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1642	598	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1643	598	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1644	598	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1645	598	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1646	598	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1647	598	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1648	598	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1649	598	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1650	598	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1651	599	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1652	599	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1653	599	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1654	599	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1655	599	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	91	19	37	55	73	10000	18000	32400	58300	105000
1656	599	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1657	599	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1658	599	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1659	599	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1660	599	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1661	599	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1662	599	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1663	599	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1664	599	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1665	599	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1666	600	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1667	600	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1668	600	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1669	600	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1670	600	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	92	20	38	56	74	10000	18000	32400	58300	105000
1671	600	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1672	600	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1673	600	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1674	600	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1675	600	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1676	600	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1677	600	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1678	600	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1679	600	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1680	600	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1681	601	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1682	601	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1683	601	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1684	601	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1685	601	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	93	21	39	57	75	10000	18000	32400	58300	105000
1686	601	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1687	601	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1688	601	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1689	601	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1690	601	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1691	601	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1692	601	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1693	601	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1694	601	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1695	601	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1696	602	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1697	602	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1698	602	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1699	602	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1700	602	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	94	22	40	58	76	10000	18000	32400	58300	105000
1701	602	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1702	602	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1703	602	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1704	602	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1705	602	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1706	602	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1707	602	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1708	602	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1709	602	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1710	602	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1711	603	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1712	603	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1713	603	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1714	603	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1715	603	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	95	23	41	59	77	10000	18000	32400	58300	105000
1716	603	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1717	603	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1718	603	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1719	603	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1720	603	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1721	603	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1722	603	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1723	603	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1724	603	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1725	603	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1726	604	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1727	604	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1728	604	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1729	604	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1730	604	錢莊	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	96	24	42	60	78	10000	18000	32400	58300	105000
1731	604	校場	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1732	604	米倉	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1733	604	書房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1734	604	醫舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1735	604	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1736	604	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1737	604	廂房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1738	604	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1739	604	鍛臺	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1740	604	城牆	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1741	605	縣衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1742	605	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1743	605	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1744	605	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
