INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
24021	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	890	1608	925	1157	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24022	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	933	1684	969	1212	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24023	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	975	1761	1013	1267	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24024	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1018	1838	1057	1322	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24025	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1060	1914	1102	1377	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24026	Ng÷c Loan Phßþng Biªn D¸	2402	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1103	1991	1146	1432	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24029	Ng÷c Loan Phßþng Bäo Bäo	2402	75	9	0	1	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	100	200	100	100	900000	24020
24030	Ng÷c Loan Phßþng Trß·ng Thành	2403	85	9	0	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24031	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24032	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24033	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	992	1791	1031	1288	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24034	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1030	1859	1070	1337	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24035	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1067	1927	1109	1386	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24036	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1105	1995	1148	1435	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24037	Ng÷c Loan Phßþng Biªn D¸	2403	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1143	2063	1187	1484	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24039	Ng÷c Loan Phßþng Bäo Bäo	2403	85	9	0	1	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	100	200	100	100	900000	24030
24040	Ng÷c Loan Phßþng Trß·ng Thành	2404	95	9	0	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24041	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24042	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24043	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	1013	1829	1052	1316	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24044	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1047	1891	1088	1360	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24045	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1081	1952	1123	1404	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24046	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1115	2014	1159	1449	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24047	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1150	2076	1194	1493	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24048	Ng÷c Loan Phßþng Biªn D¸	2404	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1184	2137	1230	1537	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24049	Ng÷c Loan Phßþng Bäo Bäo	2404	95	9	0	1	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	100	200	100	100	900000	24040
24050	Th¥n Xí Nga Trß·ng Thành	2405	5	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	900000	24050
24051	Th¥n Xí Nga Biªn D¸	2405	5	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	200	150	100	50	900000	24050
24052	Th¥n Xí Nga Biªn D¸	2405	5	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	200	150	100	50	900000	24050
24059	Th¥n Xí Nga Bäo Bäo	2405	5	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	200	150	100	50	900000	24050
24060	Th¥n Xí Nga Trß·ng Thành	2406	45	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	900000	24060
24061	Th¥n Xí Nga Biªn D¸	2406	45	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	200	150	100	50	900000	24060
24062	Th¥n Xí Nga Biªn D¸	2406	45	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	200	150	100	50	900000	24060
24063	Th¥n Xí Nga Biªn D¸	2406	45	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	200	150	100	50	900000	24060
24069	Th¥n Xí Nga Bäo Bäo	2406	45	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	200	150	100	50	900000	24060
24070	Th¥n Xí Nga Trß·ng Thành	2407	55	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24071	Th¥n Xí Nga Biªn D¸	2407	55	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24072	Th¥n Xí Nga Biªn D¸	2407	55	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24073	Th¥n Xí Nga Biªn D¸	2407	55	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24074	Th¥n Xí Nga Biªn D¸	2407	55	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24079	Th¥n Xí Nga Bäo Bäo	2407	55	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	200	150	100	50	900000	24070
24090	Th¥n Xí Nga Trß·ng Thành	2409	75	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24091	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24092	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24093	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24094	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24095	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24096	Th¥n Xí Nga Biªn D¸	2409	75	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24099	Th¥n Xí Nga Bäo Bäo	2409	75	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	200	150	100	50	900000	24090
24100	Th¥n Xí Nga Trß·ng Thành	2410	85	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24101	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24102	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24103	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24104	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24105	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24106	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24107	Th¥n Xí Nga Biªn D¸	2410	85	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24109	Th¥n Xí Nga Bäo Bäo	2410	85	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	200	150	100	50	900000	24100
24110	Th¥n Xí Nga Trß·ng Thành	2411	95	9	0	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24111	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24112	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24113	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1789	1052	1447	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24114	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1850	1088	1496	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24115	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1910	1123	1545	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24116	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1970	1159	1594	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24117	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	2031	1194	1642	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24118	Th¥n Xí Nga Biªn D¸	2411	95	9	1	0	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	2091	1230	1691	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24119	Th¥n Xí Nga Bäo Bäo	2411	95	9	0	1	1000	10	688	450000	-1	-1	652	900000	702	450000	664	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2388	500	200	150	100	50	900000	24110
24120	Linh Th¯ Song Ki®t Trß·ng Thành	2412	5	9	0	0	100	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	900000	24120
24121	Linh Th¯ Song Ki®t Biªn D¸	2412	5	9	1	0	100	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1488	1111	539	970	755	846	930	972	1099	1269	100	100	200	100	500	900000	24120
24122	Linh Th¯ Song Ki®t Biªn D¸	2412	5	9	1	0	100	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1682	1255	609	1097	853	846	930	972	1099	1269	100	100	200	100	500	900000	24120
24129	Linh Th¯ Song Ki®t Bäo Bäo	2412	5	9	0	1	100	10	694	300000	-1	-1	722	900000	657	250000	734	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1294	966	469	844	656	846	930	972	1099	1269	100	100	200	100	500	900000	24120
24130	Linh Th¯ Song Ki®t Trß·ng Thành	2413	45	9	0	0	100	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	900000	24130
24131	Linh Th¯ Song Ki®t Biªn D¸	2413	45	9	1	0	100	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1486	1109	538	969	753	948	1042	1090	1232	1422	100	100	200	100	500	900000	24130
24132	Linh Th¯ Song Ki®t Biªn D¸	2413	45	9	1	0	100	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1621	1210	587	1057	822	948	1042	1090	1232	1422	100	100	200	100	500	900000	24130
24133	Linh Th¯ Song Ki®t Biªn D¸	2413	45	9	1	0	100	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1756	1310	636	1145	890	948	1042	1090	1232	1422	100	100	200	100	500	900000	24130
24139	Linh Th¯ Song Ki®t Bäo Bäo	2413	45	9	0	1	100	10	694	350000	-1	-1	722	900000	657	300000	734	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1351	1008	489	881	685	948	1042	1090	1232	1422	100	100	200	100	500	900000	24130
24140	Linh Th¯ Song Ki®t Trß·ng Thành	2414	55	9	0	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1407	1050	510	918	714	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24141	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	1129	548	986	767	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24142	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1618	1208	586	1055	821	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24143	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1724	1286	624	1124	874	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24144	Linh Th¯ Song Ki®t Biªn D¸	2414	55	9	1	0	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24149	Linh Th¯ Song Ki®t Bäo Bäo	2414	55	9	0	1	100	10	694	400000	-1	-1	722	900000	657	350000	734	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1829	1365	663	1193	928	1051	1156	1208	1366	1576	100	100	200	100	500	900000	24140
24150	Linh Th¯ Song Ki®t Trß·ng Thành	2415	65	9	0	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24151	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24152	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24153	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24154	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24155	Linh Th¯ Song Ki®t Biªn D¸	2415	65	9	1	0	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
24159	Linh Th¯ Song Ki®t Bäo Bäo	2415	65	9	0	1	100	10	694	450000	-1	-1	722	900000	657	400000	734	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	100	100	200	100	500	900000	24150
