INT	INT	INT	STRING	INT	INT	INT		
10434333	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GPhÕp Lñc Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 117 ði¬m, kéo dài 10s#r#GCß½ng Mãnh Tr÷ng Kích (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, ngoÕi công tång 24828 ði¬m. "	0	1	0	0	0
10434334	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GPhÕp Lñc Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 128 ði¬m, kéo dài 10s#r#GCß½ng Mãnh Tr÷ng Kích (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, ngoÕi công tång 26896 ði¬m. "	0	1	0	0	0
10434335	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GPhÕp Lñc Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 140 ði¬m, kéo dài 10s#r#GCß½ng Mãnh Tr÷ng Kích (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, ngoÕi công tång 28887 ði¬m. "	0	1	0	0	0
10434336	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GPhÕp Lñc Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 58 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1812 ði¬m."	0	1	0	0	0
10434337	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GPhÕp Lñc Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 93 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2014 ði¬m."	0	1	0	0	0
10434338	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GPhÕp Lñc Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 117 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2417 ði¬m."	0	1	0	0	0
10434339	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GPhÕp Lñc Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 128 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2617 ði¬m."	0	1	0	0	0
10434340	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GPhÕp Lñc Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® giäm cß¶ng lñc cüa møc tiêu 140 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2820 ði¬m."	0	1	0	0	0
10434341	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GTø Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 58 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 18443 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434342	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GTø Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 93 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 20493 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434343	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GTø Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 117 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 24591 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434344	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GTø Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 128 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 26640 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434345	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GTø Linh Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 140 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 28690 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434346	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GTø Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 58 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1795 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434347	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GTø Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 93 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1995 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434348	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GTø Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 117 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2394 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434349	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GTø Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 128 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2593 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434350	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GTø Linh Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 140 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2793 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434351	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GTø Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 58 ði¬m, kéo dài 10s#r#GNhu Xà Ðµt T§p (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 18620 ði¬m. "	0	1	0	0	0
10434352	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GTø Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 93 ði¬m, kéo dài 10s#r#GNhu Xà Ðµt T§p (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 20690 ði¬m. "	0	1	0	0	0
10434353	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GTø Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 117 ði¬m, kéo dài 10s#r#GNhu Xà Ðµt T§p (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 24828 ði¬m. "	0	1	0	0	0
10434354	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GTø Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 128 ði¬m, kéo dài 10s#r#GNhu Xà Ðµt T§p (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 26896 ði¬m. "	0	1	0	0	0
10434355	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GTø Linh Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 140 ði¬m, kéo dài 10s#r#GNhu Xà Ðµt T§p (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 28887 ði¬m. "	0	1	0	0	0
10434356	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GTø Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 58 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1812 ði¬m."	0	1	0	0	0
10434357	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GTø Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 93 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2014 ði¬m."	0	1	0	0	0
10434358	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GTø Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 117 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2417 ði¬m."	0	1	0	0	0
10434359	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GTø Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 128 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2617 ði¬m."	0	1	0	0	0
10434360	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GTø Linh Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® tång nµi lñc bän thân 140 ði¬m, kéo dài 10s#r#GHàn Bång Xuyên Thích (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2820 ði¬m."	0	1	0	0	0
10434361	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GDi®t Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 58 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 18443 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434362	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GDi®t Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 93 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 20493 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434363	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GDi®t Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 117 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 24591 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434364	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GDi®t Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 128 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 26640 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434365	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 5#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 5)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 90%#r#GDi®t Linh Chi H°n (C¤p 5)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 140 ði¬m, kéo dài 10s#r#GTuy®t Cänh Tán Sát (C¤p 5)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, nµi công tång 28690 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh. "	0	1	0	0	0
10434366	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 1#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 1)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 50%#r#GDi®t Linh Chi H°n (C¤p 1)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 58 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 1)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1795 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434367	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 2#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 2)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 60%#r#GDi®t Linh Chi H°n (C¤p 2)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 93 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 2)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 1995 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434368	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 3#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 3)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 70%#r#GDi®t Linh Chi H°n (C¤p 3)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 117 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 3)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2394 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
10434369	-1	-1	"#c00ffffThuµc tính #c6699ffBång#c00ffff, kh¡c chª #ccccc66Huy«n#r#cff6633ÐÆng c¤p hþp thành: 4#r#ccc33ccS¯ khung thuµc tính m· rµng: 5#r#cff9900Lînh ngµ kÛ nång:#r#GNgñ Th¬ Chi H°n (c¤p 4)#r#WTång nµi ngoÕi thü c½ bän cüa phòng cø 80%#r#GDi®t Linh Chi H°n (C¤p 4)#r#WKhi t¤n công, có tÖ l® giäm nµi lñc møc tiêu 128 ði¬m, kéo dài 10s#r#GBång Phong VÕn Lý (C¤p 4)#r#WVõ H°n BÕo Phát, ðánh xa 1 møc tiêu, Bång công tång 2593 ði¬m, tÕo sát thß½ng lên møc tiêu và 3 møc tiêu xung quanh."	0	1	0	0	0
