INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
281	燕行火配方	30202038	1	12	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
282	神行火配方	30202039	1	12	9	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
283	靈巧酒配方	30202040	1	13	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
284	燕行酒配方	30202041	1	13	4	20101009	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
285	神行酒配方	30202042	1	13	7	20101016	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
286	靈巧帖配方	30202043	1	19	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
287	燕行帖配方	30202044	1	19	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
288	神行帖配方	30202045	1	19	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
289	靈巧晶配方	30202046	1	14	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
290	燕行晶配方	30202047	1	14	4	20101009	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
291	神行晶配方	30202048	1	14	7	20101018	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
292	小佛舍利配方	30202049	1	11	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
293	大佛舍利配方	30202050	1	11	4	20101010	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
294	彌勒舍利配方	30202051	1	11	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
295	閃避蠱配方	30202052	1	15	3	20101005	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
296	躲閃蠱配方	30202053	1	15	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
297	菩提舍利配方	30202054	1	11	3	20101005	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
298	羅漢舍利配方	30202055	1	11	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
299	精煉火配方	30202056	1	12	1	20101003	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
300	赤煉火配方	30202057	1	12	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
301	神煉火配方	30202058	1	12	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
302	玄防蟲酒配方	30202059	1	13	1	20101002	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
303	玄防藥酒配方	30202060	1	13	3	20101007	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
304	玄防蛇酒配方	30202061	1	13	5	20101011	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
305	花子蟲酒配方	30202062	1	13	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
306	花子蛇酒配方	30202063	1	13	9	20101024	6	20108165	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
307	瘴氣毒配方	30202064	1	16	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
308	寒濕毒配方	30202065	1	16	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
309	雲氣毒配方	30202066	1	16	7	20101021	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
310	銅皮丹配方	30202067	1	18	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
311	鐵皮丹配方	30202068	1	18	3	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
312	龍骨丹配方	30202069	1	18	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
313	遠山帖配方	30202070	1	19	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
314	流雲帖配方	30202071	1	19	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
315	殘陽帖配方	30202072	1	19	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
316	水鏡符配方	30202073	1	17	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
317	寒冰符配方	30202074	1	17	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
318	玄冰符配方	30202075	1	17	10	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
319	避電符配方	30202076	1	17	1	20101004	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
320	避雷符配方	30202077	1	17	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
321	無電符配方	30202078	1	17	9	20101021	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
322	避火符配方	30202079	1	17	1	20101005	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
323	避炎符配方	30202080	1	17	4	20101014	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
324	避焱符配方	30202081	1	17	7	20101023	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
325	避毒符配方	30202082	1	17	1	20101006	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
326	避瘴符配方	30202083	1	17	4	20101015	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
327	避鬼符配方	30202084	1	17	7	20101024	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
328	金體帖（勿用）配方	30202085	1	19	1	20101003	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
329	玉體帖（勿用）配方	30202086	1	19	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
330	達摩帖（勿用）配方	30202087	1	19	7	20101020	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
331	微風帖配方	30202088	1	19	1	20101006	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
332	疾風帖配方	30202089	1	19	3	20101015	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
333	狂風帖配方	30202090	1	19	7	20101024	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
334	慈悲晶配方	30202091	1	14	1	20101001	2	20108157	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
335	甘霖晶配方	30202092	1	14	3	20101007	2	20108159	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
336	普度晶配方	30202093	1	14	5	20101011	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
337	滑冰晶配方	30202094	1	14	7	20101017	6	20108163	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
338	雪冰晶配方	30202095	1	14	9	20101023	6	20108165	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
339	水寒符配方	30203001	1	17	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
340	冰寒符配方	30203002	1	17	5	20101014	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
341	天寒符配方	30203003	1	17	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
342	小冰晶配方	30203004	1	14	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
343	海冰晶配方	30203005	1	14	5	20101015	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
344	天冰晶配方	30203006	1	14	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
345	佛陀舍利配方	30203007	1	11	2	20101006	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
346	大陀舍利配方	30203008	1	11	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
347	佛明舍利配方	30203009	1	11	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
348	輝玄丹配方	30203010	1	18	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
349	星玄丹配方	30203011	1	18	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
350	月玄丹配方	30203012	1	18	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
351	烈火配方	30203013	1	12	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
352	真火配方	30203014	1	12	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
353	聖火配方	30203015	1	12	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
354	電火帖配方	30203016	1	19	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
355	雷火帖配方	30203017	1	19	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
356	天火帖配方	30203018	1	19	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
357	蟲毒配方	30203019	1	16	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
358	屍毒配方	30203020	1	16	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
359	鬼毒配方	30203021	1	16	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
360	花子蜘蛛酒配方	30203022	1	13	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
361	花子毒蠍酒配方	30203023	1	13	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
362	花子毒蛇酒配方	30203024	1	13	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
363	地火配方	30203025	1	12	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
364	天火配方	30203026	1	12	6	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
365	冥火配方	30203027	1	12	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
366	人意帖配方	30203028	1	19	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
367	地意帖配方	30203029	1	19	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
368	天意帖配方	30203030	1	19	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
369	覓人晶配方	30203031	1	14	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
370	覓物晶配方	30203032	1	14	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
371	覓心晶配方	30203033	1	14	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
372	鷹眼蠱配方	30203034	1	15	2	20101005	2	20108158	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
373	天眼蠱配方	30203035	1	15	5	20101016	3	20108161	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
374	神眼蠱配方	30203036	1	15	8	20101024	6	20108164	6	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
375	赦免舍利配方	30204001	1	11	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
376	榮焰火配方	30204002	1	12	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
377	蘇醒酒配方	30204003	1	13	4	20101012	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
378	無畏符配方	30204004	1	17	3	20101013	2	20108160	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
379	百化毒配方	30204005	1	16	4	20101013	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
380	除病丹配方	30204006	1	18	6	20101013	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
381	愈體晶配方	30204007	1	14	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
382	清醒帖配方	30204008	1	19	6	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
383	百脈蠱配方	30204009	1	15	4	20101011	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
384	多嘴酒配方	30205001	1	13	4	20101017	3	20108160	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
385	焰毒配方	30205002	1	16	6	20101017	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
386	如來舍利配方	30205003	1	11	6	20101017	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
387	玄冰晶配方	30205004	1	14	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
388	龍睛蠱配方	30205005	1	15	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
389	波光符配方	30205006	1	17	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
390	凝毒晶配方	30205007	1	14	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
391	癒合舍利配方	30205008	1	11	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
392	花子冰酒配方	30205009	1	13	6	20101019	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
393	補缺帖配方	30205010	1	19	3	20101017	2	20108162	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
394	健體舍利配方	30205011	1	11	6	20101018	3	20108162	3	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
395	暖意火配方	30205012	1	12	3	20101019	2	20108162	2	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
396	速行鞋配方	30505001	1	6	5	20103007	4	20108173	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
397	繡球配方	30601001	1	1	5	20105006	4	20108173	1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	0	1	19	3000	-1	-1	我填了	-1	-1
398	饅頭配方	30101001	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	0	0	16	3000	-1	30101001	我填了	-1	-1
399	鍛石轉換配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可將一個伴生礦#G（輝銅礦石、或白鉛礦石、或藍銅礦石等）#W轉化為與其對應等級的鑄造鍛石一個。#r#c54FF00（不消耗活力）	-1	-1
400	低級鑄鐵轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	將一個1~3級的鑄造類材#G（壞掉的刀柄、或壞掉的槍桿、或壞掉的劍鞘等）#W轉化為一個低級鑄鐵。#r#c54FF00（不消耗活力）	-1	-1
401	中級鑄鐵轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	將一個4~6級的鑄造類材#G（破舊的刀柄、或破舊的槍桿、或破舊的劍鞘等）#W轉化為一個中級鑄鐵。#r#c54FF00（不消耗活力）	-1	-1
402	高級鑄鐵轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	26	1500	700959	-1	將一個7~12級的鑄造類材#G（發光的刀柄、或發光的槍桿、或發光的劍鞘等）#W轉化為一個高級鑄鐵。#r#c54FF00（不消耗活力）	-1	-1
403	低級布片轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	將一個1~3級的縫紉類材#G（壞掉的天眼、或壞掉的黃骨、或壞掉的地心、或壞掉的玄絲等)#W轉化為一個低級布片。#r#c54FF00（不消耗活力）	-1	-1
404	中級布片轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	將一個4~6級的縫紉類材#G（破舊的天眼、或破舊的黃骨、或破舊的地心、或破舊的玄絲等)#W轉化為一個中級布片。#r#c54FF00（不消耗活力）	-1	-1
405	高級布片轉化配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	27	1500	700959	-1	將一個7~12級的縫紉類材#G（發光的天眼、或發光的黃骨、或發光的地心、或發光的玄絲等)#W轉化為一個高級布片。#r#c54FF00（不消耗活力）	-1	-1
406	紉革轉換配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可將一個皮毛或皮革#G（草皮革、或草皮毛等）#W轉化為與其對應等級的縫紉紉革一個。#r#c54FF00（不消耗活力）	-1	-1
407	煉玉轉換配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	28	1500	700959	-1	可將一個工藝材料#G（破損的寒雲、或七彩的雪魄等）#W轉化為與其等級相對應的煉玉一個。#r#c54FF00（不消耗活力）	-1	-1
408	普通布料紡織配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	將16個1~3級的紡織物#G（苧麻、或草棉、或亞麻)#W轉化為一個普通布料。#r#c54FF00（不消耗活力）	-1	-1
409	優質布料紡織配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	將22個4~6級的紡織物#G（木棉、或黃麻、或雲棉)#W轉化為一個優質布料。#r#c54FF00（不消耗活力）	-1	-1
410	極品布料紡織配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	將29個7~12級的紡織物#G（槿麻、或絨棉、或青麻、或彩棉、或羅地麻、或陸地棉)#W轉化為一個極品布料。#r#c54FF00（不消耗活力）	-1	-1
411	線團紡織配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	將40個#G絲線#W合成為一個對應等級的#G線團#W。#r#c54FF00（不消耗活力）	-1	-1
412	染劑調製配方	-1	-1	49	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	29	1500	700959	-1	將20個#G染料#W調劑為一個對應等級的#G染劑#W。#r#c54FF00（不消耗活力）	-1	-1
413	女真氏服圖樣	10124076	1	5	1	20103103	1	20103112	50	20103115	10	20308071	1	-1	-1	90	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
414	苗域風情圖樣	10124077	1	5	1	20103103	1	20103112	55	20103115	11	20308071	1	-1	-1	100	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
415	粉墨人生圖樣	10124078	1	5	1	20103103	1	20103112	60	20103115	12	20308071	1	-1	-1	110	-1	-1	-1	-1	-1	-1	0	-1	8	3000	700960	-1	-1	-1	-1
