INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10435294	1	4	35	294	0	532	1	-1	-1	豫讓之彗星襲月輪	74	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	6250	25000	205	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	10	14	8	-1	-1	-1	-1	-1	-1	-1	156	-1	156	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435295	1	4	35	295	0	532	1	-1	-1	豫讓之彗星襲月輪	75	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	6420	25680	206	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	12	13	8	-1	-1	-1	-1	-1	-1	-1	158	-1	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435296	1	4	35	296	0	532	1	-1	-1	豫讓之彗星襲月輪	76	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	6590	26360	207	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	13	9	-1	-1	-1	-1	-1	-1	-1	160	-1	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435297	1	4	35	297	0	532	1	-1	-1	豫讓之彗星襲月輪	77	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	6760	27040	209	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	13	12	8	-1	-1	-1	-1	-1	-1	-1	162	-1	162	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435298	1	4	35	298	0	532	1	-1	-1	豫讓之彗星襲月輪	78	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	6930	27720	210	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	12	10	-1	-1	-1	-1	-1	-1	-1	164	-1	164	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435299	1	4	35	299	0	532	1	-1	-1	豫讓之彗星襲月輪	79	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	7100	28400	211	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	10	14	9	-1	-1	-1	-1	-1	-1	-1	166	-1	166	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435300	1	4	35	300	0	532	1	-1	-1	豫讓之彗星襲月輪	80	通體金黃的神兵，雕有天神像，上嵌奇石一枚，可在月光下發揮出前所未有的力量。	7450	29800	212	3	3	-1	-1	Annulus3_3	环类	1490	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	15	10	-1	-1	-1	-1	-1	-1	-1	168	-1	168	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435301	1	4	35	301	0	539	1	-1	-1	賢臣之國士無雙輪	81	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7700	30800	214	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435302	1	4	35	302	0	539	1	-1	-1	賢臣之國士無雙輪	82	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7950	31800	215	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	136	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435303	1	4	35	303	0	539	1	-1	-1	賢臣之國士無雙輪	83	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8200	32800	216	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	174	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435304	1	4	35	304	0	539	1	-1	-1	賢臣之國士無雙輪	84	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8450	33800	217	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435305	1	4	35	305	0	539	1	-1	-1	賢臣之國士無雙輪	85	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8700	34800	219	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	141	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435306	1	4	35	306	0	539	1	-1	-1	賢臣之國士無雙輪	86	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8950	35800	220	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435307	1	4	35	307	0	539	1	-1	-1	賢臣之國士無雙輪	87	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9200	36800	221	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	182	-1	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435308	1	4	35	308	0	539	1	-1	-1	賢臣之國士無雙輪	88	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9450	37800	222	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	184	-1	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435309	1	4	35	309	0	539	1	-1	-1	賢臣之國士無雙輪	89	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9700	38800	224	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	186	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435310	1	4	35	310	0	539	1	-1	-1	賢臣之國士無雙輪	90	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9950	39800	225	3	3	-1	-1	Annulus3_8	环类	1491	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435311	1	4	35	311	0	539	1	-1	-1	秦瓊之國士無雙輪	81	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7700	30800	214	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	13	-1	-1	-1	-1	-1	-1	-1	170	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435312	1	4	35	312	0	539	1	-1	-1	秦瓊之國士無雙輪	82	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7950	31800	215	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	14	-1	-1	-1	-1	-1	-1	-1	172	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435313	1	4	35	313	0	539	1	-1	-1	秦瓊之國士無雙輪	83	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8200	32800	216	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	14	-1	-1	-1	-1	-1	-1	-1	174	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435314	1	4	35	314	0	539	1	-1	-1	秦瓊之國士無雙輪	84	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8450	33800	217	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	16	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435315	1	4	35	315	0	539	1	-1	-1	秦瓊之國士無雙輪	85	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8700	34800	219	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18	-1	18	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435316	1	4	35	316	0	539	1	-1	-1	秦瓊之國士無雙輪	86	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8950	35800	220	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	20	-1	-1	-1	-1	-1	-1	-1	180	-1	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435317	1	4	35	317	0	539	1	-1	-1	秦瓊之國士無雙輪	87	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9200	36800	221	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	14	-1	-1	-1	-1	-1	-1	-1	182	-1	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435318	1	4	35	318	0	539	1	-1	-1	秦瓊之國士無雙輪	88	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9450	37800	222	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	15	-1	-1	-1	-1	-1	-1	-1	184	-1	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435319	1	4	35	319	0	539	1	-1	-1	秦瓊之國士無雙輪	89	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9700	38800	224	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	-1	17	-1	-1	-1	-1	-1	-1	-1	186	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435320	1	4	35	320	0	539	1	-1	-1	秦瓊之國士無雙輪	90	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9950	39800	225	3	3	-1	-1	Annulus3_8	环类	1492	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	14	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435321	1	4	35	321	0	539	1	-1	-1	樂毅之國士無雙輪	81	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7700	30800	214	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	170	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435322	1	4	35	322	0	539	1	-1	-1	樂毅之國士無雙輪	82	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7950	31800	215	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435323	1	4	35	323	0	539	1	-1	-1	樂毅之國士無雙輪	83	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8200	32800	216	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	174	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435324	1	4	35	324	0	539	1	-1	-1	樂毅之國士無雙輪	84	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8450	33800	217	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435325	1	4	35	325	0	539	1	-1	-1	樂毅之國士無雙輪	85	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8700	34800	219	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435326	1	4	35	326	0	539	1	-1	-1	樂毅之國士無雙輪	86	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8950	35800	220	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435327	1	4	35	327	0	539	1	-1	-1	樂毅之國士無雙輪	87	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9200	36800	221	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	182	-1	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435328	1	4	35	328	0	539	1	-1	-1	樂毅之國士無雙輪	88	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9450	37800	222	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	184	-1	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435329	1	4	35	329	0	539	1	-1	-1	樂毅之國士無雙輪	89	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9700	38800	224	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	186	-1	186	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435330	1	4	35	330	0	539	1	-1	-1	樂毅之國士無雙輪	90	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	9950	39800	225	3	3	-1	-1	Annulus3_8	环类	1493	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	188	-1	188	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435331	1	4	35	331	0	539	1	-1	-1	羅成之國士無雙輪	81	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7700	30800	214	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	10	-1	-1	-1	-1	-1	-1	-1	170	-1	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435332	1	4	35	332	0	539	1	-1	-1	羅成之國士無雙輪	82	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	7950	31800	215	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	11	-1	-1	-1	-1	-1	-1	-1	172	-1	172	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435333	1	4	35	333	0	539	1	-1	-1	羅成之國士無雙輪	83	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8200	32800	216	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14	-1	11	-1	-1	-1	-1	-1	-1	-1	174	-1	174	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435334	1	4	35	334	0	539	1	-1	-1	羅成之國士無雙輪	84	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8450	33800	217	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	12	-1	-1	-1	-1	-1	-1	-1	176	-1	176	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10435335	1	4	35	335	0	539	1	-1	-1	羅成之國士無雙輪	85	傳為雷神鑿茨山，泄其溪，取山中鐵英，打造而成，上天入地，世間無雙。	8700	34800	219	3	3	-1	-1	Annulus3_8	环类	1494	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	13	-1	-1	-1	-1	-1	-1	-1	178	-1	178	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
