INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
135	320000	1925621	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	728914	48121279	4081918.4	144363837	4081918.4	144363837	1093372	72181919	1093372	72181919	4081918.4	144363837	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116	4373484	192485116
136	320000	1925621	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	747542	49055475	4186235.2	147166425	4186235.2	147166425	1121314	73583213	1121314	73583213	4186235.2	147166425	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900	4485252	196221900
137	320000	1925621	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	766488	50008647	4292327.2	150025940	4292327.2	150025940	1149730	75012970	1149730	75012970	4292327.2	150025940	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586	4598922	200034586
138	320000	1925621	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	785752	50981018	4400211.2	152943053	4400211.2	152943053	1178628	76471526	1178628	76471526	4400211.2	152943053	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070	4714512	203924070
139	320000	1925621	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	805340	51972814	4509898.4	155918442	4509898.4	155918442	1208008	77959221	1208008	77959221	4509898.4	155918442	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256	4832034	207891256
140	320000	1925621	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	825252	52984260	4621411.2	158952780	4621411.2	158952780	1237878	79476390	1237878	79476390	4621411.2	158952780	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040	4951512	211937040
141	320000	1925621	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	845494	54015582	4734760.8	162046745	4734760.8	162046745	1268240	81023372	1268240	81023372	4734760.8	162046745	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326	5072958	216062326
142	320000	1925621	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	866064	55067003	4849958.4	165201008	4849958.4	165201008	1299096	82600504	1299096	82600504	4849958.4	165201008	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010	5196384	220268010
143	320000	1925621	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	886970	56138749	4967026.4	168416247	4967026.4	168416247	1330454	84208124	1330454	84208124	4967026.4	168416247	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996	5321814	224554996
144	320000	1925621	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	908210	57231045	5085976	171693135	5085976	171693135	1362316	85846568	1362316	85846568	5085976	171693135	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180	5449260	228924180
145	320000	1925621	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	929790	60357852	5206824	181073555	5206824	181073555	1394686	90536777	1394686	90536777	5206824	181073555	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406	5578740	241431406
146	320000	1925621	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	951712	63881438	5329587.2	191644313	5329587.2	191644313	1427568	95822156	1427568	95822156	5329587.2	191644313	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750	5710272	255525750
147	320000	1925621	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	973978	67831654	5454271.2	203494962	5454271.2	203494962	1460966	101747481	1460966	101747481	5454271.2	203494962	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616	5843862	271326616
148	320000	1925621	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	996590	72238950	5580904	216716850	5580904	216716850	1494886	108358425	1494886	108358425	5580904	216716850	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800	5979540	288955800
149	320000	1925621	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	1019552	77134377	5709491.2	231403130	5709491.2	231403130	1529328	115701565	1529328	115701565	5709491.2	231403130	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506	6117312	308537506
150	320000	1925621	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	1042866	77134377	5840049.6	231403130	5840049.6	231403130	1564300	115701565	1564300	115701565	5840049.6	231403130	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506	6257196	308537506
151	1600	9628	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	5331	385671	29853	1157015	29853	1157015	7996	578507	7996	578507	29853	1157015	31984	1542687	31984	1542687	31984	1542687	31984	1542687	31984	1542687	31984	1542687	31984	1542687	31984	1542687	31984	1542687
152	1600	9628	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	5448	385671	30506	1157015	30506	1157015	8171	578507	8171	578507	30506	1157015	32683	1542687	32683	1542687	32683	1542687	32683	1542687	32683	1542687	32683	1542687	32683	1542687	32683	1542687	32683	1542687
153	1600	9628	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	5565	385671	31159	1157015	31159	1157015	8346	578507	8346	578507	31159	1157015	33382	1542687	33382	1542687	33382	1542687	33382	1542687	33382	1542687	33382	1542687	33382	1542687	33382	1542687	33382	1542687
154	1600	9628	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	5682	385671	31812	1157015	31812	1157015	8521	578507	8521	578507	31812	1157015	34081	1542687	34081	1542687	34081	1542687	34081	1542687	34081	1542687	34081	1542687	34081	1542687	34081	1542687	34081	1542687
155	1600	9628	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	5799	385671	32465	1157015	32465	1157015	8696	578507	8696	578507	32465	1157015	34780	1542687	34780	1542687	34780	1542687	34780	1542687	34780	1542687	34780	1542687	34780	1542687	34780	1542687	34780	1542687
156	1600	9628	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	5916	385671	33118	1157015	33118	1157015	8871	578507	8871	578507	33118	1157015	35479	1542687	35479	1542687	35479	1542687	35479	1542687	35479	1542687	35479	1542687	35479	1542687	35479	1542687	35479	1542687
157	1600	9628	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	6033	385671	33771	1157015	33771	1157015	9046	578507	9046	578507	33771	1157015	36178	1542687	36178	1542687	36178	1542687	36178	1542687	36178	1542687	36178	1542687	36178	1542687	36178	1542687	36178	1542687
158	1600	9628	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	6150	385671	34424	1157015	34424	1157015	9221	578507	9221	578507	34424	1157015	36877	1542687	36877	1542687	36877	1542687	36877	1542687	36877	1542687	36877	1542687	36877	1542687	36877	1542687	36877	1542687
159	1600	9628	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	6267	385671	35077	1157015	35077	1157015	9396	578507	9396	578507	35077	1157015	37576	1542687	37576	1542687	37576	1542687	37576	1542687	37576	1542687	37576	1542687	37576	1542687	37576	1542687	37576	1542687
160	1600	9628	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	6384	385671	35730	1157015	35730	1157015	9571	578507	9571	578507	35730	1157015	38275	1542687	38275	1542687	38275	1542687	38275	1542687	38275	1542687	38275	1542687	38275	1542687	38275	1542687	38275	1542687
161	1600	9628	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	6501	385671	36383	1157015	36383	1157015	9746	578507	9746	578507	36383	1157015	38974	1542687	38974	1542687	38974	1542687	38974	1542687	38974	1542687	38974	1542687	38974	1542687	38974	1542687	38974	1542687
